kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,04,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,06,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,09,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,10,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,11,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,12,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,13,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,14,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,15,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,16,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,17,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,18,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,19,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,20,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,21,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,22,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,23,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,24,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,26,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,27,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,28,2020,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,29,2020,1,179,Mata Kuliah Umum (MKU),W
KU4012-2019,2019,Komposisi,3,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4012-2019,2019,Komposisi,3,04,2020,1,179,Mata Kuliah Umum (MKU),P
KU4012-2019,2019,Komposisi,3,05,2020,1,179,Mata Kuliah Umum (MKU),P
KU4013-2019,2019,Apresiasi Sastra,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4070-2019,2019,Bahasa Perancis,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4070-2019,2019,Bahasa Perancis,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4074-2019,2019,Politik dan Tata Pemerintahan,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4075-2019,2019,Hukum Lingkungan,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,06,2020,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,07,2020,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,08,2020,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,03,2020,1,179,Mata Kuliah Umum (MKU),P
KU4080-2019,2019,Kuliah Kerja Nyata Tematik,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4094-2019,2019,Pengembangan Keprofesian A,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4094-2019,2019,Pengembangan Keprofesian A,2,05,2020,1,179,Mata Kuliah Umum (MKU),P
KU4094-2019,2019,Pengembangan Keprofesian A,2,06,2020,1,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,03,2020,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,03,2020,1,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4184-2019,2019,Antropologi,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4184-2019,2019,Antropologi,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,03,2020,1,179,Mata Kuliah Umum (MKU),P
KU4193-2019,2019,Metode Berpikir Kreatif,2,01,2020,1,179,Mata Kuliah Umum (MKU),P
KU4193-2019,2019,Metode Berpikir Kreatif,2,02,2020,1,179,Mata Kuliah Umum (MKU),P
KU4193-2019,2019,Metode Berpikir Kreatif,2,03,2020,1,179,Mata Kuliah Umum (MKU),P
MA1101-2019,2019,Matematika IA,4,17,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,18,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,19,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,20,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,21,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,22,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,23,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,24,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,58,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,60,2020,1,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,61,2020,1,101,Matematika,W
MA2011-2019,2019,Topik Wawasan Matematika,2,01,2020,1,101,Matematika,P
MA2121-2019,2019,Aljabar Linier Elementer,4,02,2020,1,101,Matematika,P
MA2151-2019,2019,Simulasi dan Komputasi Matematika,4,02,2020,1,101,Matematika,P
MB4042-2019,2019,Pasar Modal,3,01,2020,1,190,Manajemen,P
MB4044-2019,2019,Perencanaan Keuangan,3,02,2020,1,190,Manajemen,P
ME4022-2019,2019,Kebijakan Iklim,3,01,2020,1,128,Meteorologi,P
PL3001-2019,2019,Aspek Kebencanaan dalam Perencanaan,2,01,2020,1,154,Perencanaan Wilayah dan Kota,P
PL3101-2019,2019,Aspek Sosial dan Pengembangan Komunitas,3,01,2020,1,154,Perencanaan Wilayah dan Kota,P
TI3004-2019,2019,Ekonomi Teknik,2,08,2020,1,134,Teknik Industri,P
TI3005-2019,2019,Organisasi & Manajemen Perusahaan Industri,2,01,2020,1,134,Teknik Industri,W
TI3005-2019,2019,Organisasi & Manajemen Perusahaan Industri,2,02,2020,1,134,Teknik Industri,W
AS2005-2019,2019,Astronomi dan Lingkungan,2,01,2020,2,103,Astronomi,P
AS2005-2019,2019,Astronomi dan Lingkungan,2,02,2020,2,103,Astronomi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,02,2020,2,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,03,2020,2,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,07,2020,2,106,Biologi,P
DK3014-2019,2019,Psikologi Persepsi,3,01,2020,2,174,Desain Komunikasi Visual,P
DK3014-2019,2019,Psikologi Persepsi,3,02,2020,2,174,Desain Komunikasi Visual,P
DK3014-2019,2019,Psikologi Persepsi,3,03,2020,2,174,Desain Komunikasi Visual,P
DK3016-2019,2019,Psikologi Sosial,3,01,2020,2,174,Desain Komunikasi Visual,P
DK3114-2019,2019,Persuasi Media Sosial,2,01,2020,2,174,Desain Komunikasi Visual,P
DK3210-2019,2019,Permodelan dan Gerak Karakter (3D),3,01,2020,2,174,Desain Komunikasi Visual,P
DK3216-2019,2019,Papan Permainan,3,01,2020,2,174,Desain Komunikasi Visual,P
DK4204-2019,2019,Sosiologi Komunikasi,3,01,2020,2,174,Desain Komunikasi Visual,P
DK4206-2019,2019,Desain Game,3,02,2020,2,174,Desain Komunikasi Visual,P
DP3007-2019,2019,Morfologi Desain,2,01,2020,2,175,Desain Produk,P
DP3204-2019,2019,Desain Produk Gaya Hidup,2,01,2020,2,175,Desain Produk,P
DP4202-2019,2019,Strategi Produk Kreatif,2,01,2020,2,175,Desain Produk,P
DP4203-2019,2019,Desain Berbasis Pengguna,3,01,2020,2,175,Desain Produk,P
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,01,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,02,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,03,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,04,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,05,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,06,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,08,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,09,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,10,2020,2,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,11,2020,2,132,Teknik Elektro,W
FI1101-2019,2019,Fisika Dasar IA,4,01,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,16,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,17,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,18,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,19,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,20,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,21,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,22,2020,2,102,Fisika,W
FI1201-2019,2019,Fisika Dasar IIA,4,45,2020,2,102,Fisika,W
IF1210-2019,2019,Dasar Pemrograman,2,01,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,02,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,03,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,04,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,05,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,06,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,07,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,08,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,09,2020,2,135,Teknik Informatika,W
IF1210-2019,2019,Dasar Pemrograman,2,10,2020,2,135,Teknik Informatika,W
IF2210-2019,2019,Pemrograman Berorientasi Objek,3,01,2020,2,135,Teknik Informatika,W
IF2210-2019,2019,Pemrograman Berorientasi Objek,3,02,2020,2,135,Teknik Informatika,W
IF2210-2019,2019,Pemrograman Berorientasi Objek,3,03,2020,2,135,Teknik Informatika,W
IF2210-2019,2019,Pemrograman Berorientasi Objek,3,04,2020,2,135,Teknik Informatika,W
IF2211-2019,2019,Strategi Algoritma,3,01,2020,2,135,Teknik Informatika,W
IF2211-2019,2019,Strategi Algoritma,3,02,2020,2,135,Teknik Informatika,W
IF2211-2019,2019,Strategi Algoritma,3,03,2020,2,135,Teknik Informatika,W
IF2211-2019,2019,Strategi Algoritma,3,04,2020,2,135,Teknik Informatika,W
IF2212-2019,2019,Pemrograman Berorientasi Objek STI,3,01,2020,2,135,Teknik Informatika,W
IF2212-2019,2019,Pemrograman Berorientasi Objek STI,3,02,2020,2,135,Teknik Informatika,W
IF2220-2019,2019,Probabilitas dan Statistika,3,01,2020,2,135,Teknik Informatika,W
IF2220-2019,2019,Probabilitas dan Statistika,3,02,2020,2,135,Teknik Informatika,W
IF2220-2019,2019,Probabilitas dan Statistika,3,03,2020,2,135,Teknik Informatika,W
IF2220-2019,2019,Probabilitas dan Statistika,3,04,2020,2,135,Teknik Informatika,W
IF2230-2019,2019,Sistem Operasi,3,01,2020,2,135,Teknik Informatika,W
IF2230-2019,2019,Sistem Operasi,3,02,2020,2,135,Teknik Informatika,W
IF2230-2019,2019,Sistem Operasi,3,03,2020,2,135,Teknik Informatika,W
IF2230-2019,2019,Sistem Operasi,3,04,2020,2,135,Teknik Informatika,W
IF2240-2019,2019,Basis Data,3,01,2020,2,135,Teknik Informatika,W
IF2240-2019,2019,Basis Data,3,02,2020,2,135,Teknik Informatika,W
IF2240-2019,2019,Basis Data,3,03,2020,2,135,Teknik Informatika,W
IF2240-2019,2019,Basis Data,3,04,2020,2,135,Teknik Informatika,W
IF2250-2019,2019,Rekayasa Perangkat Lunak,3,01,2020,2,135,Teknik Informatika,W
IF2250-2019,2019,Rekayasa Perangkat Lunak,3,02,2020,2,135,Teknik Informatika,W
IF2250-2019,2019,Rekayasa Perangkat Lunak,3,03,2020,2,135,Teknik Informatika,W
IF2250-2019,2019,Rekayasa Perangkat Lunak,3,04,2020,2,135,Teknik Informatika,W
IF3210-2019,2019,Pengembangan Aplikasi pada Platform Khusus,3,01,2020,2,135,Teknik Informatika,W
IF3210-2019,2019,Pengembangan Aplikasi pada Platform Khusus,3,02,2020,2,135,Teknik Informatika,W
IF3210-2019,2019,Pengembangan Aplikasi pada Platform Khusus,3,03,2020,2,135,Teknik Informatika,W
IF3230-2019,2019,Sistem Paralel dan Terdistribusi,3,01,2020,2,135,Teknik Informatika,W
IF3230-2019,2019,Sistem Paralel dan Terdistribusi,3,02,2020,2,135,Teknik Informatika,W
IF3230-2019,2019,Sistem Paralel dan Terdistribusi,3,03,2020,2,135,Teknik Informatika,W
IF3250-2019,2019,Proyek Perangkat Lunak,4,01,2020,2,135,Teknik Informatika,W
IF3250-2019,2019,Proyek Perangkat Lunak,4,02,2020,2,135,Teknik Informatika,W
IF3250-2019,2019,Proyek Perangkat Lunak,4,03,2020,2,135,Teknik Informatika,W
IF3260-2019,2019,Grafika Komputer,3,01,2020,2,135,Teknik Informatika,W
IF3260-2019,2019,Grafika Komputer,3,02,2020,2,135,Teknik Informatika,W
IF3260-2019,2019,Grafika Komputer,3,03,2020,2,135,Teknik Informatika,W
IF3270-2019,2019,Pembelajaran Mesin,2,01,2020,2,135,Teknik Informatika,W
IF3270-2019,2019,Pembelajaran Mesin,2,02,2020,2,135,Teknik Informatika,W
IF3270-2019,2019,Pembelajaran Mesin,2,03,2020,2,135,Teknik Informatika,W
IF3280-2019,2019,Socio-informatika dan Profesionalisme,3,01,2020,2,135,Teknik Informatika,W
IF3280-2019,2019,Socio-informatika dan Profesionalisme,3,02,2020,2,135,Teknik Informatika,W
IF3280-2019,2019,Socio-informatika dan Profesionalisme,3,03,2020,2,135,Teknik Informatika,W
IF4010-2019,2019,Pemrograman Unit Pemrosesan Grafis,3,01,2020,2,135,Teknik Informatika,P
IF4021-2019,2019,Pemodelan dan Simulasi,2,01,2020,2,135,Teknik Informatika,P
IF4033-2019,2019,Keamanan dan Penjaminan Informasi,3,01,2020,2,135,Teknik Informatika,P
IF4042-2019,2019,Sistem Temu Balik Informasi,3,01,2020,2,135,Teknik Informatika,P
IF4044-2019,2019,Teknologi Big Data,2,01,2020,2,135,Teknik Informatika,P
IF4051-2019,2019,Pengembangan Sistem IoT,2,01,2020,2,135,Teknik Informatika,P
IF4061-2019,2019,Visualisasi Data dan Informasi,3,01,2020,2,135,Teknik Informatika,P
IF4061-2019,2019,Visualisasi Data dan Informasi,3,02,2020,2,135,Teknik Informatika,P
IF4073-2019,2019,Interpretasi dan Pengolahan Citra,3,01,2020,2,135,Teknik Informatika,P
IF4081-2019,2019,Informatika untuk Komunitas,3,01,2020,2,135,Teknik Informatika,P
IF4090-2019,2019,Kerja Praktek,2,01,2020,2,135,Teknik Informatika,W
IF4091-2019,2019,Tugas Akhir 1 dan Seminar,2,01,2020,2,135,Teknik Informatika,W
IF4092-2019,2019,Tugas Akhir 2,4,01,2020,2,135,Teknik Informatika,W
IF4092-2019,2019,Tugas Akhir 2,4,02,2020,2,135,Teknik Informatika,W
IF5123-2013,2013,Kualitas Perangkat Lunak,2,01,2020,2,235,Informatika,P
IF5133-2013,2013,Manajemen Proyek Sistem Informasi,2,01,2020,2,235,Informatika,P
IF5134-2013,2013,Sumber Daya Informasi Enterprise,2,01,2020,2,235,Informatika,P
IF5175-2013,2013,Analisis Data & Bisnis,2,01,2020,2,235,Informatika,P
IF5182-2013,2013,Representasi & Penalaran Pengetahuan,3,01,2020,2,235,Informatika,P
IF6011-2013,2013,Sistem Terdistribusi Lanjut,2,01,2020,2,235,Informatika,P
IF6048-2013,2013,Pembelajaran Multimedia,2,01,2020,2,235,Informatika,P
IF6082-2013,2013,Pemrosesan Bahasa Alami Lanjut,2,01,2020,2,235,Informatika,P
IF6125-2013,2013,Manajemen Rekayasa Perangkat Lunak,2,01,2020,2,235,Informatika,P
II2220-2019,2019,Manajemen Sumber Daya STI,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2220-2019,2019,Manajemen Sumber Daya STI,3,02,2020,2,182,Sistem dan Teknologi Informasi,W
II2221-2019,2019,Manajemen Proyek STI,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2230-2019,2019,Jaringan Komputer,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2230-2019,2019,Jaringan Komputer,3,02,2020,2,182,Sistem dan Teknologi Informasi,W
II2240-2019,2019,Analisis Kebutuhan Sistem,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2240-2019,2019,Analisis Kebutuhan Sistem,3,02,2020,2,182,Sistem dan Teknologi Informasi,W
II2250-2019,2019,Manajemen Basis Data,2,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2250-2019,2019,Manajemen Basis Data,2,02,2020,2,182,Sistem dan Teknologi Informasi,W
II2260-2019,2019,Sistem Embedded,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II2260-2019,2019,Sistem Embedded,3,02,2020,2,182,Sistem dan Teknologi Informasi,W
II3220-2019,2019,Arsitektur Enterprise,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II3230-2019,2019,Keamanan Informasi,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II3240-2019,2019,Rekayasa Sistem dan Teknologi Informasi,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II3260-2019,2019,Platform dan Pengembangan Aplikasi Mobile,3,01,2020,2,182,Sistem dan Teknologi Informasi,W
II4031-2019,2019,Kriptografi dan Koding,2,01,2020,2,182,Sistem dan Teknologi Informasi,P
II4035-2019,2019,Sistem Cerdas,2,01,2020,2,182,Sistem dan Teknologi Informasi,P
II4038-2019,2019,Teknologi Komputasi Awan,2,01,2020,2,182,Sistem dan Teknologi Informasi,P
II4051-2019,2019,Rekayasa Sistem Multimedia,2,01,2020,2,182,Sistem dan Teknologi Informasi,P
II4062-2019,2019,Data Warehouse & Business Intelligence,2,01,2020,2,182,Sistem dan Teknologi Informasi,P
II4090-2019,2019,Kerja Praktek,2,01,2020,2,182,Sistem dan Teknologi Informasi,W
II4091-2019,2019,Tugas Akhir 1 & Seminar,2,01,2020,2,182,Sistem dan Teknologi Informasi,W
II4092-2019,2019,Tugas Akhir 2,4,01,2020,2,182,Sistem dan Teknologi Informasi,W
II4472-2019,2019,Komunikasi Interpersonal,2,01,2020,2,182,Sistem dan Teknologi Informasi,W
KI1002-2019,2019,Kimia Dasar B,4,01,2020,2,105,Kimia,W
KI1002-2019,2019,Kimia Dasar B,4,02,2020,2,105,Kimia,W
KI1002-2019,2019,Kimia Dasar B,4,03,2020,2,105,Kimia,W
KI1002-2019,2019,Kimia Dasar B,4,04,2020,2,105,Kimia,W
KI1002-2019,2019,Kimia Dasar B,4,05,2020,2,105,Kimia,W
KI1002-2019,2019,Kimia Dasar B,4,06,2020,2,105,Kimia,W
KR3242-2019,2019,Batik,2,03,2020,2,172,Kriya,P
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,01,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,15,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,16,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,17,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,18,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,19,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,20,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,21,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,22,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,23,2020,2,169,Tahap Tahun Pertama FTMD,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,24,2020,2,169,Tahap Tahun Pertama FTMD,W
KU2061-2019,2019,Agama dan Etika Islam,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,04,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,05,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,06,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,07,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,08,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,10,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,11,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,12,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,13,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,17,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,21,2020,2,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,24,2020,2,179,Mata Kuliah Umum (MKU),P
KU2062-2019,2019,Agama dan Etika Protestan,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2062-2019,2019,Agama dan Etika Protestan,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU2063-2019,2019,Agama dan Etika Katolik,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2063-2019,2019,Agama dan Etika Katolik,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU2063-2019,2019,Agama dan Etika Katolik,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU2064-2019,2019,Agama dan Etika Hindu,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2065-2019,2019,Agama dan Etika Budha,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2066-2019,2019,Agama dan Etika Khonghucu,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,01,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,02,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,03,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,04,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,05,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,07,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,10,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,11,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,12,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,13,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,14,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,15,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,16,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,17,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,20,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,21,2020,2,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,22,2020,2,179,Mata Kuliah Umum (MKU),W
KU4012-2019,2019,Komposisi,3,04,2020,2,179,Mata Kuliah Umum (MKU),P
KU4070-2019,2019,Bahasa Perancis,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
